unassigned,3.48891607
TMv,0.00053901
SSp-m,0.00057127
cst,0.011875690000000001
PSV,0.0055303800000000005
SSp-tr,0.00116453
SCm,0.01018752
IF,0.00043398000000000004
PT,0.00114976
SCm,0.010449050000000001
IG,0.00062845
ENTl,0.008022080000000001
AAA,0.0024718500000000003
SCm,0.00597414
IGL,0.0003421
ENTl,0.005243380000000001
PVa,0.00025391000000000004
VISp,0.00535432
III,0.00016266000000000002
GU,0.00098123
PVH,0.00094375
VISpm,0.00146103
SCm,0.0016514600000000002
PAG,0.00085353
ENTl,0.006585400000000001
mfsbshy,0.00024672
ACB,0.02200683
MT,0.00021679000000000002
IMD,0.0008820500000000001
IIIn,0.00074549
PVHd,0.00065321
AD,0.00080557
LT,8.942000000000001e-05
PAG,0.00039864
FRP,0.0012826
ADP,0.00049765
VISl,0.0010352100000000002
DT,5.7260000000000004e-05
cbp,0.00547041
VL-unassigned,0.01075777
IO,0.00255879
PL,0.00232568
AHN,0.0035529700000000003
IP,0.00429937
Vn,0.00029775
DCO,0.00306098
TEa,0.0026270300000000003
SEZ,0.00068242
IPN,5.525e-05
VCO,0.00508543
epsc,0.00056182
SOC,0.0009760700000000001
ISN,3.612e-05
chpl,0.00723016
SSp-ll,0.00323286
SOC,0.0016874700000000002
IV,3.629e-05
IIn,0.00155536
PVi,0.00102518
AIp,0.00211019
VISl,0.0001912
SOC,0.00182967
PB,0.0008760300000000001
IIn,0.00348664
PVp,0.00062279
MRN,0.02571628
V3-unassigned,0.00445594
LA,0.00420144
PL,0.00010684
PVpo,0.00073824
IRN,0.013887390000000001
ENTl,0.00714387
AQ,0.00202628
AMB,0.0001094
V4-unassigned,0.0024978300000000004
PRNr,0.011815270000000001
LC,7.243000000000001e-05
GU,0.00073315
PVT,0.00222242
V4r,0.0023084
LD,0.005082420000000001
AUDd,0.0009226900000000001
IIIn,0.00026230000000000003
AON,0.02431702
LDT,0.00101738
AIp,0.00401822
c,2.16e-06
PRP,0.0012201900000000001
PL,0.00261917
RCH,0.0007516500000000001
NR,0.00014996
LGv,0.00202871
GU,0.0020097400000000003
RE,0.00211977
LH,0.00172359
GU,0.00272659
AOB,0.00077227
RH,0.00045347000000000003
cst,0.00280365
LHA,0.01032254
AOB,0.0007865000000000001
RL,0.00027402000000000004
cst,0.00033675
SSp-bfd,0.0075802000000000005
MV,0.0090857
LIN,0.00030648000000000003
AOB,0.00138371
RM,0.0005846600000000001
AP,0.00026392
LAV,0.0014378300000000002
LM,0.00038722
ACAd,0.0030215700000000003
RN,0.00393883
APN,0.00638012
SUV,0.00176847
LP,0.006003430000000001
MOB,0.025919670000000002
RO,0.00019995
ARH,0.00142468
SPIV,0.0037453300000000003
LPO,0.0027998800000000003
MOB,0.00518447
Vn,0.00348139
RPA,0.00033307000000000003
AT,0.00021532000000000002
VISal,0.00101471
TEa,0.0015640900000000002
MOB,0.00535812
Xn,4.656e-05
RPO,0.00048585
AUDd,0.00015230000000000002
MOB,0.025217840000000002
RR,0.00068888
AUDpo,0.00039692000000000004
LSc,0.002818
AUDp,0.00236104
AUDd,0.0017153300000000002
AV,0.0020780200000000003
VISpm,0.0007598700000000001
LSr,0.00940958
NLOT,0.00055751
RT,0.007236800000000001
AVP,0.00046278000000000004
LSv,0.0030361800000000003
NLOT,0.0007479100000000001
VISpl,0.00102575
SAG,0.00049095
AVPV,0.0009059200000000001
RSPd,0.00378347
RSPagl,0.00017181000000000002
B,7.783e-05
VISam,0.00068019
SCH,0.00032888000000000004
BAC,3.8780000000000005e-05
ORBvl,0.0026165800000000003
TEa,0.00474616
BA,0.00012479
ACAv,0.00251137
MA,0.00182138
mfbc,0.00166693
BLA,0.0038480500000000004
PL,0.00210311
VISp,0.0008223600000000001
